MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Operator Informatio	Time:	89.36898	Sec	4/4/2014 1:55:08 PM
User	Luecke
Specimen	IF steel RD 4
Experiment	2014040401
material	Interstiial free steel
w 	12.638	mm
t	1.2	mm
Extensometer 1	3542-050M-050-ST G= 50mm
Extensometer 2	Instron diametral, NIST 635290
Gauge length pins free?	yes
Control Program	20140404-tension

User Test Notes	first test with Youngung
Operator Information End

Data Acquisition	Time:	224.81364	Sec	4/4/2014 1:57:23 PM
Time	Axial Displacement	Axial Force	Axial Strain
Sec	mm	N	mm/mm
155.55502	-7.1880856	2707.2495	-0.0009198279
155.65495	-7.1880856	2698.8569	-0.00093325606
155.75488	-7.1813717	2712.2849	-0.00093325606
155.85483	-7.1880856	2707.2495	-0.0009198279
155.95476	-7.1780143	2710.6064	-0.00093325606
156.05469	-7.1746573	2702.2139	-0.00093325606
156.15463	-7.1679435	2672.0005	-0.00093325606
156.25456	-7.1713004	2705.571	-0.0009198279
156.35449	-7.1679435	2718.999	-0.00092654198
156.45444	-7.1645865	2693.8213	-0.00092654198
156.55437	-7.1612291	2722.3562	-0.00093325606
156.6543	-7.1645865	2705.571	-0.00092654198
156.75424	-7.1545153	2737.4626	-0.0009198279
156.85417	-7.1511583	2702.2139	-0.00092654198
156.9541	-7.1478009	2727.3916	-0.00092654198
157.05405	-7.144444	2724.0347	-0.00093325606
157.15398	-7.1410871	2737.4626	-0.00091311382
157.25391	-7.1410871	2724.0347	-0.00093325606
157.35385	-7.1343732	2724.0347	-0.0009198279
157.45378	-7.1410871	2702.2139	-0.0009198279
157.55371	-7.1310158	2724.0347	-0.00091311382
157.65366	-7.1310158	2729.0701	-0.00093325606
157.75359	-7.1276588	2695.4998	-0.0009198279
157.85352	-7.120945	2730.7485	-0.00093325606
157.95346	-7.117588	2708.928	-0.00092654198
158.05339	-7.120945	2744.1768	-0.00093325606
158.15332	-7.1142306	2735.7839	-0.00092654198
158.25327	-7.1108737	2745.8552	-0.00092654198
158.3532	-7.1108737	2718.999	-0.00092654198
158.45313	-7.1041598	2725.7131	-0.0009198279
158.55307	-7.1041598	2735.7839	-0.00092654198
158.653	-7.0974455	2750.8906	-0.0009198279
158.75293	-7.1008024	2729.0701	-0.00092654198
158.85287	-7.0940886	2734.1055	-0.00093325606
158.9528	-7.0940886	2732.427	-0.00092654198
159.05273	-7.0940886	2737.4626	-0.00093325606
159.15268	-7.0873747	2735.7839	-0.00093325606
159.25261	-7.0873747	2740.8196	-0.0009198279
159.35254	-7.0773034	2755.9263	-0.00092654198
159.45248	-7.0773034	2727.3916	-0.00092654198
159.55241	-7.0705895	2745.8552	-0.00092654198
159.65234	-7.0739465	2750.8906	-0.00092654198
159.75229	-7.0705895	2745.8552	-0.00092654198
159.85222	-7.0672321	2776.0686	-0.00093325606
159.95215	-7.0672321	2732.427	-0.0009198279
160.05209	-7.0605183	2744.1768	-0.00092654198
160.15202	-7.0605183	2764.3188	-0.00092654198
160.25195	-7.0538039	2759.2832	-0.0009198279
160.3519	-7.050447	2744.1768	-0.00092654198
160.45183	-7.0470901	2747.5337	-0.0009198279
160.55176	-7.050447	2786.1396	-0.00092654198
160.6517	-7.0437331	2776.0686	-0.0009198279
160.75163	-7.0370188	2764.3188	-0.0009198279
160.85156	-7.0403762	2749.2122	-0.00092654198
160.95151	-7.0336618	2760.9619	-0.00093325606
161.05144	-7.0303049	2755.9263	-0.0009198279
161.15137	-7.0336618	2777.7471	-0.00092654198
161.25131	-7.0303049	2769.3545	-0.00092654198
161.35124	-7.026948	2782.7825	-0.00093325606
161.45117	-7.026948	2765.9973	-0.00093325606
161.55112	-7.0202336	2771.033	-0.00092654198
161.65105	-7.0168767	2771.033	-0.0009198279
161.75098	-7.0168767	2796.2107	-0.0009198279
161.85092	-7.0101628	2787.8181	-0.00092654198
161.95085	-7.0034485	2796.2107	-0.00092654198
162.05078	-7.0034485	2771.033	-0.00092654198
162.15073	-7.0034485	2779.4255	-0.00092654198
162.25066	-7.0000916	2760.9619	-0.00092654198
162.35059	-6.9933777	2777.7471	-0.00093325606
162.45053	-6.9900203	2807.9604	-0.00093325606
162.55046	-6.9933777	2782.7825	-0.00092654198
162.65039	-6.9866633	2767.676	-0.00092654198
162.75034	-6.9866633	2801.2463	-0.00093325606
162.85027	-6.9799495	2799.5679	-0.00093997008
162.9502	-6.9765925	2809.6389	-0.00093325606
163.05014	-6.9665213	2779.4255	-0.00091311382
163.15007	-6.9698782	2786.1396	-0.0009198279
163.25	-6.9732351	2797.8892	-0.00092654198
163.34995	-6.9665213	2794.5322	-0.00092654198
163.44987	-6.9631643	2807.9604	-0.00093325606
163.5498	-6.9631643	2806.2817	-0.0009198279
163.64975	-6.9530931	2801.2463	-0.00092654198
163.74968	-6.9598069	2787.8181	-0.0009198279
163.84961	-6.9497361	2784.4612	-0.0009198279
163.94955	-6.9530931	2796.2107	-0.00092654198
164.04948	-6.9497361	2818.0315	-0.00092654198
164.14941	-6.9363079	2821.3884	-0.00092654198
164.24936	-6.9430218	2806.2817	-0.00092654198
164.34929	-6.9396648	2821.3884	-0.00092654198
164.44922	-6.932951	2802.9248	-0.0009198279
164.54916	-6.9295936	2834.8167	-0.00092654198
164.64909	-6.9295936	2801.2463	-0.00093325606
164.74902	-6.9262366	2801.2463	-0.00093325606
164.84897	-6.9262366	2799.5679	-0.0009198279
164.9489	-6.9228797	2823.0671	-0.00092654198
165.04883	-6.9195228	2823.0671	-0.00093325606
165.14877	-6.9195228	2811.3174	-0.00093325606
165.2487	-6.9128084	2806.2817	-0.00093325606
165.34863	-6.9094515	2828.1025	-0.00093325606
165.44858	-6.9128084	2818.0315	-0.00093325606
165.54851	-6.9027376	2846.5664	-0.00093325606
165.64844	-6.8993807	2828.1025	-0.00092654198
165.74838	-6.8960233	2826.4241	-0.00093325606
165.84831	-6.8960233	2814.6746	-0.00093325606
165.94824	-6.8960233	2826.4241	-0.00092654198
166.04819	-6.8859525	2834.8167	-0.00092654198
166.14812	-6.8859525	2843.2092	-0.00092654198
166.24805	-6.8825951	2812.9958	-0.00092654198
166.34799	-6.8825951	2838.1738	-0.0009198279
166.44792	-6.8792381	2823.0671	-0.00092654198
166.54785	-6.8758812	2831.4597	-0.0009198279
166.6478	-6.8691673	2844.8877	-0.00092654198
166.74773	-6.8725243	2818.0315	-0.00092654198
166.84766	-6.8658099	2834.8167	-0.00092654198
166.9476	-6.862453	2863.3516	-0.0009198279
167.04753	-6.8658099	2866.7085	-0.00093997008
167.14746	-6.8557391	2841.5308	-0.0009198279
167.24741	-6.8590961	2824.7456	-0.0009198279
167.34734	-6.8523822	2848.2449	-0.00092654198
167.44727	-6.8490248	2846.5664	-0.00092654198
167.54721	-6.8490248	2841.5308	-0.00092654198
167.64714	-6.8490248	2851.6018	-0.00092654198
167.74707	-6.8423109	2846.5664	-0.00093325606
167.84702	-6.838954	2828.1025	-0.00092654198
167.94695	-6.8355966	2858.3159	-0.00092654198
168.04688	-6.838954	2843.2092	-0.00092654198
